Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive
Moisturizer,Avène,Advanced Moisturizing Cream,129,3.9,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",1,1,1,0,0
Treatment,Pai Skincare,Radiance Repairing Serum,22,4.2,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract *.",1,0,0,1,0
Cleanser,Medik8,Deep Micellar Water,226,3.5,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,1,0,0,1
Treatment,Garnier,Pure Salicylic Acid Solution,164,0.4,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",1,0,0,1,0
Night Cream,Neutrogena,Daily Deep Sleep Cream,154,1.9,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",1,0,1,0,1
Cleanser,NUXE,Radiance Purifying Gel,112,4.0,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",1,1,1,0,0
Night Cream,The INKEY List,Pure Restorative Night Cream,56,4.8,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",1,0,0,0,1
Serum,Origins,Mineral Radiance Glow Serum,50,3.4,"Water , Glycerin , Caprylic/ Capric Triglyceride , Isopropyl Isostearate , Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",1,1,0,0,0
Treatment,Pai Skincare,Daily Repairing Serum,266,3.6,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,0,0,0,0,1
Exfoliator,Murad,Daily AHA/BHA Solution,199,0.3,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",1,0,0,0,0
Eye Cream,Lancôme,Daily Anti-Aging Eye Cream,234,1.9,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",1,1,0,0,0
Face Mask,AHAVA,Deep Hydrating Overnight Mask,230,1.8,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",0,1,0,1,1
Serum,Natio,Sensitive Radiance Glow Serum,73,1.5,"Water,Sodium Lauroyl Methyl Isethionate,Glycerin,Cocamidopropyl Betaine,Cocamidopropyl Hydroxysultaine,Sodium Methyl Oleoyl Taurate",0,0,1,1,0
Exfoliator,Dermalogica,Mineral AHA/BHA Solution,203,4.3,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil",1,0,0,1,0
Sunscreen,PIXI,Daily Sunscreen SPF 50,18,1.3,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",0,0,0,1,0
Sunscreen,Caudalie,Sensitive Solar Fluid,22,3.8,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,0,1,1,0,0
Toner,PIXI,Daily Exfoliating Toner,263,2.4,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",0,1,1,0,0
Eye Cream,Elemis,Pro Revitalizing Eye Gel,112,0.8,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",0,0,1,1,0
Moisturizer,Weleda,Daily Daily Moisturizer,218,3.4,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",1,0,0,1,1
Face Mask,La Roche-Posay,Active Sheet Mask,102,0.9,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,0,1,0,1,1
Moisturizer,AHAVA,Mineral Hydrating Lotion,101,3.5,"Water,Dicaprylyl Carbonate,Glycerin,Cetearyl Alcohol,Cetearyl Olivate,Sorbitan Olivate,Sclerocarya Birrea Seed Oil,Bacillus/Soybean/ Folic Acid Ferment Extract",0,1,1,0,1
Eye Cream,Origins,Daily Revitalizing Eye Gel,121,2.5,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",1,1,1,0,1
Exfoliator,Sukin,Sensitive Enzyme Peel,37,3.4,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",1,1,1,1,0
Night Cream,The Ordinary,Ultra Night Recovery Balm,268,3.3,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",0,0,0,1,1
Face Mask,VICHY,Active Sheet Mask,79,4.7,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",1,0,1,0,1
Eye Cream,Elemis,Pro Revitalizing Eye Gel,160,1.5,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,0,1,0,1
Cleanser,VICHY,Active Gentle Wash,245,4.7,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",1,1,0,1,1
Exfoliator,Murad,Pure Enzyme Peel,82,4.2,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",1,0,1,0,0
Toner,Estée Lauder,Ultra Soothing Mist,35,1.1,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,0,1,0,0
Cleanser,Neutrogena,Pro Foaming Cleanser,173,2.8,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",0,1,1,1,1
Cleanser,La Roche-Posay,Pro Foaming Cleanser,189,2.4,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil",1,1,0,1,0
Serum,Elemis,Advanced Active Essence,188,1.8,"Algae (Seaweed) Extract , Mineral Oil , Petrolatum , Glycerin , Isohexadecane , Microcrystalline Wax , Lanolin Alcohol , Citrus Aurantifolia (Lime) Extract , Sesamum Indicum (Sesame) Seed Oil , Eucalyptus Globulus (Eucalyptus) Leaf Oil",0,1,1,1,1
Eye Cream,AHAVA,Active Dark Circle Corrector,42,0.4,"Galactomyces Ferment Filtrate (Pitera),Butylene Glycol,Pentylene Glycol,Water,Sodium Benzoate,Methylparaben,Sorbic Acid.",1,0,1,0,0
Eye Cream,Dermalogica,Sensitive Anti-Aging Eye Cream,57,1.2,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",0,0,0,0,1
Serum,Sukin,Active Active Essence,150,0.5,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",1,1,1,1,0
Moisturizer,The Ordinary,Advanced Hydrating Lotion,188,4.4,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",0,1,0,1,0
Serum,The INKEY List,Ultra Radiance Glow Serum,135,1.9,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",1,1,0,1,0
Treatment,Dermalogica,Sensitive Salicylic Acid Solution,137,2.6,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",0,1,0,1,0
Treatment,Elizabeth Arden,Pro Blemish Treatment,300,1.7,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,1,1,1,1
Serum,REN Clean Skincare,Active Vitamin C Booster,256,4.1,"Water , Glycerin , Caprylic/ Capric Triglyceride , Isopropyl Isostearate , Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",0,0,0,0,1
Cleanser,L'Oréal,Advanced Foaming Cleanser,56,1.0,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,1,1,0,0
Moisturizer,Weleda,Mineral Hydrating Lotion,17,2.3,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",1,1,0,1,1
Night Cream,L'Oréal,Ultra Night Recovery Balm,120,2.6,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,1,1,1,1
Exfoliator,Garnier,Mineral Enzyme Peel,97,5.0,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,0,1,1,0,0
Cleanser,NUXE,Radiance Purifying Gel,180,0.7,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",0,0,1,1,1
Cleanser,Bioderma,Mineral Foaming Cleanser,174,3.4,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,0,1,1
Night Cream,Caudalie,Pure Night Recovery Balm,71,0.9,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",1,0,1,0,1
Night Cream,Dermalogica,Active Restorative Night Cream,99,4.8,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",0,0,0,0,0
Night Cream,Bulldog,Intense Restorative Night Cream,199,4.8,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,0,0,1,1,1
Eye Cream,AHAVA,Active Revitalizing Eye Gel,260,4.5,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",1,0,0,0,0
Toner,Pai Skincare,Daily Exfoliating Toner,198,3.0,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",0,1,1,0,0
Night Cream,Estée Lauder,Radiance Night Recovery Balm,177,3.9,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",1,0,0,0,0
Face Mask,Origins,Deep Peel-off Mask,54,3.4,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,1,1,0,1
Exfoliator,Pai Skincare,Active Daily Microfoliant,173,4.7,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil",1,1,0,1,0
Face Mask,Avène,Active Peel-off Mask,130,4.4,"Water,Dicaprylyl Carbonate,Glycerin,Cetearyl Alcohol,Cetearyl Olivate,Sorbitan Olivate,Sclerocarya Birrea Seed Oil,Bacillus/Soybean/ Folic Acid Ferment Extract",1,1,0,1,1
Sunscreen,La Roche-Posay,Sensitive Solar Fluid,156,4.0,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",0,0,1,1,1
Cleanser,Dermalogica,Sensitive Micellar Water,35,0.4,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",1,0,1,0,1
Sunscreen,Pai Skincare,Daily Mineral Sunscreen,255,0.1,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",0,0,1,1,0
Sunscreen,L'Oréal,Ultra Mineral Sunscreen,202,1.7,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",1,0,1,1,1
Eye Cream,Medik8,Daily Revitalizing Eye Gel,105,1.3,"Water , Lactic Acid , Propanediol , Jojoba Esters , Glycolic Acid , Potassium Hydroxide , Salix Alba (Willow) Bark Extract",1,0,1,0,1
Face Mask,Neutrogena,Pro Hydrating Overnight Mask,57,3.1,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil",1,0,1,1,1
Serum,The INKEY List,Intense Active Essence,159,4.1,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,0,0,0,1,0
Sunscreen,Bulldog,Active Solar Fluid,229,1.5,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",0,1,0,1,1
Night Cream,CeraVe,Pure Night Recovery Balm,208,0.9,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",0,1,0,0,1
Exfoliator,First Aid Beauty,Sensitive AHA/BHA Solution,39,1.3,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract*",1,0,0,1,1
Cleanser,Estée Lauder,Active Purifying Gel,148,1.0,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",1,1,1,0,1
Moisturizer,COSRX,Advanced Hydrating Lotion,248,4.4,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,0,1,0,1
Sunscreen,Dermalogica,Sensitive UV Defense Milk,235,1.4,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",1,1,0,1,0
Serum,Garnier,Advanced Radiance Glow Serum,54,4.2,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",1,1,0,1,1
Moisturizer,Murad,Active Hydrating Lotion,71,1.1,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",1,1,0,1,0
Toner,AHAVA,Radiance Exfoliating Toner,99,1.7,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",1,1,1,0,1
Eye Cream,Caudalie,Deep Revitalizing Eye Gel,186,2.0,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",1,0,1,0,1
Serum,Avène,Sensitive Active Essence,62,0.3,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",1,0,0,1,0
Serum,Dermalogica,Ultra Radiance Glow Serum,48,4.7,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",1,1,1,1,0
Sunscreen,Natio,Daily Solar Fluid,164,3.2,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",0,0,0,0,1
Cleanser,La Roche-Posay,Ultra Purifying Gel,137,1.3,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,0,1,0,1
Face Mask,NUXE,Radiance Peel-off Mask,219,2.9,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",1,0,1,0,0
Eye Cream,CeraVe,Advanced Anti-Aging Eye Cream,234,0.5,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil *.",0,1,0,0,0
Night Cream,Medik8,Daily Deep Sleep Cream,251,1.5,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",0,1,0,0,1
Toner,REN Clean Skincare,Sensitive Pore Refining Toner,84,2.0,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,1,1,0,1
Night Cream,The INKEY List,Advanced Night Recovery Balm,249,1.9,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,0,0,1,1
Eye Cream,Garnier,Daily Revitalizing Eye Gel,242,0.6,"Water , Glycerin , Caprylic/ Capric Triglyceride , Isopropyl Isostearate , Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",0,1,0,1,0
Night Cream,REN Clean Skincare,Pro Restorative Night Cream,17,4.2,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,0,0,1,0,0
Sunscreen,COSRX,Deep Mineral Sunscreen,49,1.5,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,0,0,1,0
Eye Cream,OSKIA,Intense Revitalizing Eye Gel,284,2.0,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",1,0,1,0,0
Sunscreen,Natio,Advanced Mineral Sunscreen,19,0.3,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,0,0,1
Exfoliator,Dermalogica,Active Enzyme Peel,103,0.1,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,0,0,1,1
Moisturizer,Lancôme,Mineral Water Cream,197,3.0,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,0,1,1,1,1
Moisturizer,Bioderma,Pro Hydrating Lotion,101,4.9,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,1,0,1,0
Night Cream,REN Clean Skincare,Pro Deep Sleep Cream,89,4.6,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid..",0,0,0,0,1
Toner,Elizabeth Arden,Ultra Exfoliating Toner,129,0.0,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,0,1,0,0
Treatment,OSKIA,Sensitive Blemish Treatment,200,2.1,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,1,1,0,0
Exfoliator,Murad,Pure Exfoliating Scrub,47,0.2,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",0,1,0,1,1
Eye Cream,Elemis,Deep Anti-Aging Eye Cream,27,0.1,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil.",0,1,0,1,1
Face Mask,Origins,Sensitive Sheet Mask,240,0.7,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,0,1,1,0
Cleanser,Sukin,Ultra Gentle Wash,78,1.1,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",0,0,0,0,1
Eye Cream,Neutrogena,Radiance Dark Circle Corrector,289,0.8,"Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract",1,0,0,0,0
Face Mask,Bulldog,Deep Clay Mask,72,3.8,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,1,1,1
Cleanser,REN Clean Skincare,Advanced Micellar Water,50,0.3,"Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid.",0,1,0,1,0
Exfoliator,Elemis,Daily Enzyme Peel,92,1.2,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",1,0,1,0,0
Toner,Bioderma,Intense Exfoliating Toner,140,1.5,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",0,0,0,0,0
Sunscreen,NUXE,Active Sunscreen SPF 50,194,4.0,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",1,1,0,1,1
Face Mask,Pai Skincare,Pro Peel-off Mask,16,0.6,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",0,1,1,1,1
Eye Cream,Origins,Deep Dark Circle Corrector,170,4.7,"Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal",0,1,1,0,1
Moisturizer,VICHY,Sensitive Moisturizing Cream,29,0.4,"Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract",0,1,1,0,1
Moisturizer,Caudalie,Deep Water Cream,122,2.7,"Water , Sodium Lauroyl Methyl Isethionate , Glycerin , Cocamidopropyl Betaine , Cocamidopropyl Hydroxysultaine , Sodium Methyl Oleoyl Taurate",1,1,0,1,0
Night Cream,Avène,Deep Deep Sleep Cream,84,1.0,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,0,1,0,0
Moisturizer,Medik8,Ultra Moisturizing Cream,224,3.3,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",1,1,1,0,0
Face Mask,Neutrogena,Intense Hydrating Overnight Mask,57,0.1,"Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil",1,0,1,1,1
Sunscreen,NUXE,Pro Mineral Sunscreen,204,0.8,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",0,1,1,1,1
Eye Cream,Medik8,Sensitive Dark Circle Corrector,153,2.2,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate",1,0,0,0,0
Night Cream,L'Oréal,Advanced Night Recovery Balm,252,2.7,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil",1,1,0,1,1
Serum,NUXE,Pure Active Essence,68,0.5,"Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin",0,0,0,1,0
